id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),"['Sam Smith', 'Normani']",78,2019-01-11,0.741,0.52,8,-7.513,1,0.45,1.97e-06,0.222,0.347,102.998,171030,4
25sgk305KZfyuqVBQIahim,Sweet but Psycho,['Ava Max'],9,2018-08-17,0.719,0.704,1,-4.724,1,0.0691,0.0,0.166,0.628,133.002,187436,4
6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),"['Post Malone', 'Young Thug']",3,2019-07-05,0.58,0.653,5,-3.818,1,0.447,0.0,0.111,0.175,150.231,174960,4
5icOoE6VgqFKohjWWNp0Ac,Here With Me,"['Marshmello', 'CHVRCHES']",74,2019-03-08,0.791,0.565,5,-3.933,0,0.0623,0.0,0.156,0.181,99.961,156347,4
1rqqCSm0Qe4I9rUvWncaom,High Hopes,['Panic! At The Disco'],81,2018-06-22,0.579,0.904,5,-2.729,1,0.193,0.0,0.064,0.681,82.014,190947,4
60iSKGrGazRzICtMjADNSM,Hold Me While You Wait,['Lewis Capaldi'],78,2019-05-17,0.688,0.53,11,-5.507,1,0.443,0.0,0.0995,0.162,106.958,205687,4
2zXvdZQNTUSHc0Fl3GNNwR,Mad Love,['Mabel'],0,2019-08-02,0.631,0.803,0,-2.974,0,0.675,0.0,0.11,0.62,198.065,169813,4
1dGr1c8CrMLDpV6mPbImSI,Lover,['Taylor Swift'],81,2019-08-23,0.359,0.543,7,-7.582,1,0.492,1.58e-05,0.118,0.453,68.534,221307,4
0KoiMHhqKLoL4xM54rcWYY,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",71,2019-07-25,0.842,0.801,8,-4.167,0,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
2x0RZdkZcD8QRI53XT4GI5,SOS (feat. Aloe Blacc),"['Avicii', 'Aloe Blacc']",73,2019-06-06,0.802,0.645,5,-6.181,0,0.272,0.0,0.119,0.376,100.001,157202,4
1000nHvUdawXuUHgBod4Wv,Panini,['Lil Nas X'],74,2019-09-13,0.703,0.594,5,-6.146,0,0.342,0.0,0.123,0.475,153.848,114893,4
0DiDStADDVh3SvAsoJAFMk,Only Human,['Jonas Brothers'],73,2019-06-07,0.795,0.496,0,-5.883,1,0.108,0.0,0.0645,0.874,94.01,183000,4
4hPpVbbakQNv8YTHYaOJP4,One Thing Right,"['Marshmello', 'Kane Brown']",75,2019-06-21,0.659,0.625,4,-2.253,1,0.0644,0.0,0.582,0.442,88.042,181824,4
0pEkK8MqbmGSX7fT8WLMbR,Grace,['Lewis Capaldi'],71,2019-05-17,0.722,0.565,4,-5.848,1,0.435,0.0,0.165,0.488,104.483,185658,4
1tNJrcVe6gwLEiZCtprs1u,3 Nights,['Dominic Fike'],76,2018-10-16,0.815,0.518,7,-6.594,0,0.223,0.0,0.104,0.877,151.891,177667,4
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),"['Jonas Blue', 'Theresa Rex']",66,2019-03-22,0.46,0.8,1,-3.584,1,0.289,6.16e-06,0.121,0.553,102.46,220396,4
6KgBpzTuTRPebChN0VTyzV,Good as Hell,['Lizzo'],73,2019-04-17,0.682,0.919,0,-3.18,0,0.256,0.0,0.442,0.535,95.982,159736,4
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),"['Gesaffelstein', 'The Weeknd']",84,2019-03-08,0.658,0.671,2,-12.21,1,0.0933,0.000927,0.115,0.166,100.966,202093,4
1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),"['Ed Sheeran', 'Travis Scott']",66,2019-07-12,0.716,0.823,5,-5.313,0,0.132,0.0,0.361,0.91,151.957,161747,4
7dt6x5M1jzdTEt8oCbisTK,Better Now,['Post Malone'],81,2018-04-27,0.68,0.578,10,-5.804,1,0.331,0.0,0.135,0.341,145.038,231267,4
3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),"['Dave', 'Burna Boy']",76,2019-03-08,0.812,0.496,9,-5.969,0,0.271,0.0,0.0955,0.55,109.979,241293,4
27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),"['Mark Ronson', 'Miley Cyrus']",76,2018-11-30,0.601,0.794,7,-5.844,0,0.00987,1.36e-06,0.388,0.244,114.066,217467,4
4Of7rzpRpV1mWRbhp5rAqG,Bruises,['Lewis Capaldi'],81,2019-05-17,0.736,0.308,4,-7.83,1,0.946,0.0,0.186,0.361,111.202,220492,4
5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,['Lizzo'],66,2019-05-03,0.715,0.624,4,-3.046,0,0.11,0.0,0.123,0.412,158.087,173325,4
1lOe9qE0vR9zwWQAOk6CoO,Ransom,['Lil Tecca'],81,2019-08-30,0.745,0.642,7,-6.257,0,0.0204,0.0,0.0658,0.226,179.974,131240,4
7xQAfvXzm3AkraOtGPWIZg,Wow.,['Post Malone'],80,2019-09-06,0.829,0.539,11,-7.359,0,0.136,1.78e-06,0.103,0.388,99.96,149547,4
6Hj9jySrnFppAI0sEMCZpJ,Robbery,['Juice WRLD'],83,2019-03-08,0.685,0.692,2,-5.122,1,0.328,0.0,0.153,0.578,159.966,240051,5
44ADyYoY5liaRa3EOAl4uf,Slide Away,['Miley Cyrus'],71,2019-08-16,0.53,0.538,5,-6.672,1,0.17,2.83e-06,0.248,0.288,148.051,233654,4
1AI7UPw3fgwAFkvAlZWhE0,Take Me Back to London (feat. Stormzy),"['Ed Sheeran', 'Stormzy']",70,2019-07-12,0.885,0.762,8,-5.513,0,0.219,0.0,0.162,0.605,138.058,189733,4
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,['Tones And I'],81,2019-10-17,0.824,0.588,6,-6.4,0,0.692,0.000104,0.149,0.513,98.027,209438,4
43zdsphuZLzwA9k4DJhU0I,when the party's over,['Billie Eilish'],82,2019-03-29,0.367,0.111,4,-14.084,1,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
7DHApOHsIFo7EyfieArYGE,Walk Me Home,['P!nk'],67,2019-02-20,0.652,0.453,1,-6.119,1,0.0507,0.0,0.179,0.432,88.039,177391,3
2GGMabyHXnJmjY6CXhhB2e,Money,['Cardi B'],75,2018-10-23,0.95,0.59,8,-6.508,0,0.00534,0.0,0.11,0.219,130.003,183527,4
2tnVG71enUj33Ic2nFN6kZ,Ride It,['Regard'],83,2019-07-26,0.88,0.751,7,-4.258,0,0.177,6.43e-05,0.106,0.884,117.948,157606,4
5N1o6d8zGcSZSeMFkOUQOk,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"['Megan Thee Stallion', 'Ty Dolla $ign', 'Nicki Minaj']",70,2019-08-09,0.872,0.814,0,-4.568,1,0.00485,1.96e-06,0.214,0.57,98.985,199427,4
56JyMaElW79S7TDWh1Zw1m,On A Roll,['Ashley O'],58,2019-06-14,0.736,0.81,5,-6.354,1,0.077,0.0,0.0523,0.387,125.011,154448,4
6oJ6le65B3SEqPwMRNXWjY,Higher Love,"['Kygo', 'Whitney Houston']",77,2019-06-28,0.693,0.678,8,-7.159,1,0.0151,5.71e-06,0.101,0.404,103.952,228267,4
7qvsl2pYzrsYgPeFBN5jxp,Juicy,"['Doja Cat', 'Tyga']",59,2019-08-15,0.786,0.658,0,-2.61,1,0.0856,0.0,0.0689,0.458,170.037,202333,4
3iH29NcCxYgI5shlkZrUoB,gone girl,"['iann dior', 'Trippie Redd']",73,2019-11-08,0.677,0.714,11,-5.637,1,0.162,0.0,0.0717,0.355,94.956,136568,4
1oLSje4Ot5qRUq8FqYeXOl,Don’t Feel Like Crying,['Sigrid'],53,2019-01-17,0.749,0.814,5,-3.769,0,0.156,0.0,0.0673,0.715,119.964,157010,4
1yAPglN5AGf7UoLK062ZYq,Wish You Well,"['Sigala', 'Becky Hill']",66,2019-05-24,0.669,0.895,5,-3.787,0,0.128,0.0,0.297,0.576,124.975,205653,4
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),"['A Boogie Wit da Hoodie', '6ix9ine']",77,2018-12-21,0.581,0.662,9,-5.239,1,0.0153,0.0,0.111,0.434,93.023,189487,4
6y1UtRcHQU07aUs3oxZ8Yn,Sorry,['Joel Corry'],66,2019-04-05,0.744,0.79,8,-4.617,0,0.0547,0.000802,0.32,0.847,125.002,188640,4
5wIjM4q7oIgiLqn8Qfoyxh,Keisha & Becky - Remix,"['Russ Millions', 'Tion Wayne', 'Aitch', 'Swarmz', ""Sav'o"", 'JAY1']",70,2019-04-11,0.863,0.471,6,-9.545,1,0.251,0.0,0.121,0.644,140.969,252907,4
33CfD8UkDEcSdAP9j4QpUY,All Day And Night,"['Jax Jones', 'Martin Solveig', 'Madison Beer', 'Europa']",61,2019-03-28,0.585,0.782,1,-4.101,0,0.269,0.0,0.156,0.521,121.908,169303,4
543bCW2ruMPmxUBWirQ3MR,Cross Me (feat. Chance the Rapper & PnB Rock),"['Ed Sheeran', 'Chance the Rapper', 'PnB Rock']",68,2019-05-24,0.746,0.787,4,-6.373,1,0.214,0.0,0.0669,0.607,95.005,206187,4
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),"['Bad Bunny', 'Drake']",78,2018-10-11,0.817,0.539,6,-6.349,0,0.0141,0.000496,0.099,0.158,97.062,210368,4
03x2rVJRFUrvwlfxoHd9Mo,Just You and I,['Tom Walker'],65,2019-03-01,0.567,0.696,9,-5.416,1,0.456,0.0,0.113,0.544,92.061,174983,4
5ls62WNKHUUrdF3r1cv83T,emotions,['iann dior'],75,2019-05-22,0.63,0.63,9,-6.211,1,0.0131,0.0,0.142,0.163,80.512,131213,4
3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,['A Boogie Wit da Hoodie'],74,2018-12-21,0.791,0.587,3,-5.075,0,0.407,0.0,0.148,0.536,96.057,179449,4
0F7FA14euOIX8KcbEturGH,Old Town Road,['Lil Nas X'],77,2019-06-21,0.907,0.53,1,-6.112,1,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
6UjZ2Yx2g2a52XxiA8ONxZ,Outnumbered,['Dermot Kennedy'],69,2019-06-13,0.614,0.684,0,-5.79,1,0.247,0.0,0.0976,0.258,156.85,245700,4
5KBARWIxeMGkvUax9VtVC9,My Type,['Saweetie'],73,2019-03-29,0.899,0.811,2,-6.294,1,0.000677,0.0,0.0672,0.587,105.038,126446,4
1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,"['MEDUZA', 'Goodboys']",78,2019-02-01,0.677,0.744,10,-6.806,0,0.0404,0.00016,0.074,0.631,124.08,152913,4
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),"['Polo G', 'Lil Tjay']",80,2019-06-07,0.772,0.639,1,-7.119,1,0.15,0.0,0.0698,0.261,168.112,166560,4
2ksOAxtIxY8yElEWw8RhgK,China,"['Anuel AA', 'Daddy Yankee', 'KAROL G', 'J Balvin', 'Ozuna']",76,2019-07-19,0.786,0.808,7,-3.702,1,0.0846,0.000289,0.0822,0.609,105.027,301714,4
23GvTfcGK454ppLsts3W44,Strike a Pose (feat. Aitch),"['Young T & Bugsey', 'Aitch']",61,2019-06-06,0.531,0.581,1,-5.801,1,0.0107,1.62e-05,0.101,0.591,137.776,214204,5
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,['Travis Scott'],84,2018-08-03,0.834,0.73,8,-3.714,1,0.00513,0.0,0.124,0.446,155.008,312820,4
6UnCGAEmrbGIOSmGRZQ1M2,Light On,['Maggie Rogers'],69,2019-01-18,0.657,0.569,2,-6.287,1,0.201,1.38e-05,0.126,0.399,102.054,233880,4
5Jqg1ta5RhBIYuJ1gdHCAt,Options,"['NSG', 'Tion Wayne']",57,2020-06-19,0.836,0.621,1,-4.684,0,0.389,9.16e-05,0.104,0.762,101.993,240082,4
